unique_event_ID,location_name,location_name_ar,geo_longitude,geo_latitude,geo_accuracy,date_time,event_summary,event_summary_ar,type_of_violation,weapons_used,sources,sources_ar,embedded_videos,youtube_id_video,url_links,photos,files,number_1: *RENAME*,number_2: *RENAME*,number_3: *RENAME*,number_4: *RENAME*,number_5: *RENAME*,tag_1: *RENAME*,tag_2: *RENAME*,tag_3: *RENAME*,tag_4: *RENAME*,tag_5: *RENAME*,boolean_1: *RENAME*,boolean_2: *RENAME*,boolean_3: *RENAME*,boolean_4: *RENAME*,boolean_5: *RENAME*,Column,Column2,Column3,Column4,media_available,COMMENTS / QUERIES
CW_1024,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack in Erbin,ضحايا الهجمات الكيماوية على عربين,Use of illegal weapons,Sarin Gas,Unified Media Office in Erbin,المكتب الاعلامي الموحد عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%85%D8%A4%D8%AB%D8%B1%20%D8%AC%D9%80%D9%80%D9%80%D8%AF%D8%A7%D8%A7%D8%A7%D8%A7%20%20%20%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D9%80%D8%A7%D9%88%D9%8A%20%D9%81%D9%80%D9%8A%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D9%80%D8%A9%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D9%80%D9%80%D8%A9%20%D9%88%D8%B5%D9%85%D9%80%D8%A9%20%D8%B9%D9%80%D9%80%D8%A7%D8%B1%20%D8%B9%D9%84%D9%80%D9%89%20%D8%AC%D8%A8%D9%8A%D9%80%D9%86%20%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86%D9%8A%D9%80%D8%A9-RVD3yF7qkzE.mp4,RVD3yF7qkzE,https://www.youtube.com/user/umoerbeen,,,,,,,,,,,,,,,,,,,,,,,
CW_1025,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Dozens of children injured in the chemical attack,إسعاف أطفال أصيبوا لتعرضهم للغازات الكيماوية نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,Unified Media Office in Erbin,المكتب الاعلامي الموحد عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000155.mp4,,https://www.youtube.com/user/umoerbeen,,,,,,,,,,,,,,,,,,,,,,,
CW_1026,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Two children injured in the chemical attack,اسعاف طفلين جراء إصابتهم بالغازات الكيماوية نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000157.mp4,,https://www.facebook.com/ErbinCity2014/timeline,,,,,,,,,,,,,,,,,,,,,,,
CW_1027,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/22/13 12:00 AM,Testimony about the chemical attack,شاهد على القصف الكيماوي في دمشق,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000164copy.mp4,,https://www.youtube.com/channel/UCQNiFVP0l9kVaglJQ7jGHkg,,,,,,,,,,,,,,,,,,,,,,,
CW_1028,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,إصابات نتيجة القصف بالسلاح الكيماوي,Use of illegal weapons,Sarin Gas,Unified Media Office in Erbin,المكتب الإعلامي الموحد عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000165.mp4,,https://www.youtube.com/user/umoerbeen,,,,,,,,,,,,,,,,,,,,,,,
CW_1029,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,إصابات نتيجة القصف بالسلاح الكيماوي,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000181.mp4,,https://www.youtube.com/channel/UCQNiFVP0l9kVaglJQ7jGHkg,,,,,,,,,,,,,,,,,,,,,,,
CW_1030,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,إصابات نتيجة القصف بالسلاح الكيماوي,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000183.mp4,,https://www.youtube.com/channel/UCQNiFVP0l9kVaglJQ7jGHkg,,,,,,,,,,,,,,,,,,,,,,,
CW_1031,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,إصابات نتيجة القصف بالسلاح الكيماوي,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000185.mp4,,https://www.youtube.com/channel/UCfMnrc-v5i_cieu14Gy5Mhw,,,,,,,,,,,,,,,,,,,,,,,
CW_1032,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,إصابات نتيجة القصف بالسلاح الكيماوي,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000186.mp4,,https://www.youtube.com/channel/UCfMnrc-v5i_cieu14Gy5Mhw,,,,,,,,,,,,,,,,,,,,,,,
CW_1122,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Doctor explains the symptoms of civilian injured in the chemical attack,طبيب يشرح أحد الإصابات بغاز السارين,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000123.mp4,,https://www.youtube.com/channel/UCfMnrc-v5i_cieu14Gy5Mhw,,,,,,,,,,,,,,,,,,,,,,,
CW_1120,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Child casualties of the chemical attack,اسعاف المصابين من الاطفال الذين تعرضوا للقصف الكيماوي,Use of illegal weapons,Sarin Gas,Erbeeni who is a citizen journalist in Erbin,مراسل ميداني في عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%87%D8%A7%D8%A7%D8%A7%D9%85%20-%20%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A8%D9%8A%D9%86%20%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%20%D9%88%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%8A%D9%83%D9%85%D8%A7%D9%88%D9%8A%D8%A9%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9%20%2021-8-2013-xfTKTlf4-Dg.mp4,xfTKTlf4-Dg,https://www.youtube.com/channel/UCr0XtWlKwpfpxYoLkHzKoxw,,,,,,,,,,,,,,,,,,,,,,,
CW_1121,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Child casualties of the chemical attack,اسعاف المصابين من الاطفال الذين تعرضوا للقصف الكيماوي,Use of illegal weapons,Sarin Gas,Erbeeni who is a citizen journalist in Erbin,مراسل ميداني في عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%87%D8%A7%D8%A7%D8%A7%D9%85%20-%20%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A8%D9%8A%D9%86%20%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%20%D9%88%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%8A%D9%83%D9%85%D8%A7%D9%88%D9%8A%D8%A9%2021-8-2013-PXwS4_E3OQE.mp4,PXwS4_E3OQE,https://www.youtube.com/channel/UCr0XtWlKwpfpxYoLkHzKoxw,,,,,,,,,,,,,,,,,,,,,,,
CW_1134,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Child casualty of the chemical attack,اسعاف طفل في احدى المشافي الميدانية,Use of illegal weapons,Sarin Gas,Coordinating Erbin City,تنسيقية مدينة عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000184.mp4,,,,,,,,,,,,,,,,,,,,,,,,,
CW_1033,Harasta,حرستا,36.36672,33.566963,APPROXIMATE,08/21/13 12:00 AM,Casualty of the chemical attack,اصابة شاب نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,"Amjd Hasan, citizen journalist in Harasta Media Center",أمجد حسن مراسل المكتب الإعلامي في حرستا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/حرستا%20_%20الإختلاجات%20نتيجة%20القصف%20الكيماوي%20على%20إحدى%20الإصابات21-8-2013-FAIvWw-Mt7k.mp4,FAIvWw-Mt7k,https://www.youtube.com/user/HarastaVideos,,,,,,,,,,,,,,,,,,,,,,,
CW_1034,Harasta,حرستا,36.36672,33.566963,APPROXIMATE,08/21/13 12:00 AM,Testimony of one of the injured,مصاب بالغازات الكيماوية التي سقطت على الغوطة الشرقية. يتكلم المصاب عن الحالة التي يشعربها بعد الإصابة من غباش في الرؤيا وأعراض التعرض للكيماوي,Use of illegal weapons,Sarin Gas,"Amjd Hasan, citizen journalist in Harasta Media Center",أمجد حسن مراسل المكتب الإعلامي في حرستا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000148.mp4,,https://www.youtube.com/user/HarastaVideos/,,,,,,,,,,,,,,,,,,,,,,,
CW_1035,Harasta,حرستا,36.36672,33.566963,APPROXIMATE,08/21/13 12:00 AM,Women and children injured by the chemical attack,الإصابات في صفوف النساء و الأطفال نتيجة القصف بالكيماوي وطفلة تشرح ما تشعر به من أعراض,Use of illegal weapons,Sarin Gas,"Amjd Hasan, citizen journalist in Harasta Media Center",أمجد حسن مراسل المكتب الإعلامي في حرستا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000148.mp4,,https://www.youtube.com/user/HarastaVideos/,,,,,,,,,,,,,,,,,,,,,,,
CW_1036,Harasta,حرستا,36.36672,33.566963,APPROXIMATE,08/21/13 12:00 AM,Casualties of the chemical attack in Harasta medical office,استقبال المصابين بالغاز الكيماوي في المكتب الطبي لمدينة حرستا,Use of illegal weapons,Sarin Gas,"Amjd Hasan, citizen journalist in Harasta Media Center",أمجد حسن مراسل المكتب الإعلامي في حرستا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000154.mp4,,https://www.youtube.com/user/HarastaVideos/,,,,,,,,,,,,,,,,,,,,,,,
CW_1037,Harasta,حرستا,36.36672,33.566963,APPROXIMATE,08/21/13 12:00 AM,Body of one of the victims of the chemical attack in Harasta medical office.,أثار التعرض للغاز الكيماوي على جسم المتوفي الموجود في المكتب الطبي لمدينة حرستا.,Use of illegal weapons,Sarin Gas,"Amjd Hasan, citizen journalist in Harasta Media Center",أمجد حسن مراسل المكتب الإعلامي في حرستا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000159.mp4,,https://www.youtube.com/user/HarastaVideos/,,,,,,,,,,,,,,,,,,,,,,,
CW_1038,Harasta,حرستا,36.36672,33.566963,APPROXIMATE,08/21/13 12:00 AM,Body of one of the victims of the chemical attack in Harasta medical office.,أثار الإصابة بالغاز الكيماوي على مصاب شاب. يلاحظ تضيق الحدقات لدى المصابين وخروج سائل يغطي العينين. فحص الشاب في المكتب الطبي لمدينة حرستا. ,Use of illegal weapons,Sarin Gas,"Amjd Hasan, citizen journalist in Harasta Media Center",أمجد حسن مراسل المكتب الإعلامي في حرستا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000160.mp4,,https://www.youtube.com/user/HarastaVideos/,,,,,,,,,,,,,,,,,,,,,,,
CW_1129,Hazzah,حزة,36.3647745,33.5188698,APPROXIMATE,08/21/13 12:00 AM,Casualty of chemical attack,ضحايا الهجمات الكيماوية,Use of illegal weapons,Sarin Gas,Coordinating Hazzeh,تنسيقية حزة,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A21-8-2013-k8gIvedK5k0.mp4,k8gIvedK5k0,https://www.youtube.com/channel/UCocToVgcZSVozEfjh1ucvFw,,,,,,,,,,,,,,,,,,,,,,,
CW_1039,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,Casualties of the chemical attack including children,إصابة أطفال و مدنيين جراء القصف الكيماوي,Use of illegal weapons,Sarin Gas,Jobar Media Center,المكتب الإعلامي في جوبر,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/دمشق%20جوبر%20إصابة%20أطفال%20و%20مدنيين%20جراء%20استخدام%20الكيماوي%20فجر%20اليوم%2021%2008%202013-x2snJA2WM0s.mp4,x2snJA2WM0s,https://www.youtube.com/channel/UCUMscJjw6P0TzdBiEb-Xl6g,,,,,,,,,,,,,,,,,,,,,,,
CW_1040,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/20/14 12:00 AM,Testimony of doctor in one of the field hospitals,طبيب ميداني يوضح وضع الحالات التي أصيبت بالغازات السامة,Use of illegal weapons,Sarin Gas,Medical Office of The Capital Damascus,المكتب الطبي للعاصمة دمشق,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/دمشق%20-%20جوبر%20طبيب%20ميداني%20يوضح%20وضع%20الحالات%20التي%20أصيبت%20بالغازات%20السامة%2020-8-2014--Qd4WLR1mEw.mp4,-Qd4WLR1mEw,https://www.youtube.com/user/UMODQ,,,,,,,,,,,,,,,,,,,,,,,
CW_1041,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/20/14 12:00 AM,Casualties of the chemical attack,فيديو يظهر ضحايا القصف الكيماوي,Use of illegal weapons,Sarin Gas,Medical Office of The Capital Damascus,المكتب الطبي للعاصمة دمشق,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/دمشق%20-%20جوبر%20قصف%20بالغازات%20السامة%20ووقوع%20شهداء%20بين%20المصابين%2020-8-2014-pbvtCCCI6S4.mp4,pbvtCCCI6S4,https://www.youtube.com/user/UMODQ,,,,,,,,,,,,,,,,,,,,,,,
CW_1042,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,Casualties of the chemical attack in Jobar,يظهر الفيديو ضحايا القصف الكيماوي في جوبر بريف دمشق,Use of illegal weapons,Sarin Gas,HAMMORIAFOREVER who is a citizen journalist from the united media offices in Eastern Ghouta,مراسل من اتحاد المكاتب الإعلامية في الغوطة الشرقية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000125.mp4,,https://www.youtube.com/user/HAMMORIAFOREVER/,,,,,,,,,,,,,,,,,,,,,,,
CW_1043,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,"Casualties of the chemical attack in Jobar, including women and children",يظهر الفيديو ضحايا أطفال، نساء وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,"Hamouda Syria, citizen journalist in Jobar",مراسل ميداني حمودة سوريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000126.mp4,,https://www.youtube.com/user/princesyria100/,,,,,,,,,,,,,,,,,,,,,,,
CW_1044,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,"Casualties of the chemical attack in Jobar, including women and children",يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,"Hamouda Syria, citizen journalist in Jobar",مراسل ميداني حمودة سوريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000127.mp4,,https://www.youtube.com/user/princesyria100/,,,,,,,,,,,,,,,,,,,,,,,
CW_1045,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,"Casualties of the chemical attack in Jobar, including children",يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي على جوبر,Use of illegal weapons,Sarin Gas,"Hamouda Syria, citizen journalist in Jobar",مراسل ميداني حمودة سوريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000129.mp4,,https://www.youtube.com/user/princesyria100/,,,,,,,,,,,,,,,,,,,,,,,
CW_1046,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,"Casualties of the chemical attack in Jobar, including children",يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي على جوبر,Use of illegal weapons,Sarin Gas,"HAMMORIAFOREVER, citizen journalist from the united media offices in Eastern Ghouta",مراسل من اتحاد المكاتب الإعلامية في الغوطة الشرقية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000130.mp4,,https://www.youtube.com/user/HAMMORIAFOREVER/,,,,,,,,,,,,,,,,,,,,,,,
CW_1130,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/21/13 12:00 AM,"Casualties of the chemical attack in Jobar, including child",حالات اختناق لأطفال نتيجة تعرضهم للإصابة بالغاز الكيماوي,Use of illegal weapons,Sarin Gas,"HAMMORIAFOREVER, citizen journalist from the united media offices in Eastern Ghouta",مراسل من اتحاد المكاتب الإعلامية في الغوطة الشرقية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000128.mp4,,https://www.youtube.com/user/HAMMORIAFOREVER/,,,,,,,,,,,,,,,,,,,,,,,
CW_1134,Jobar,جوبر,36.336808,33.531162,APPROXIMATE,08/20/14 12:00 AM,Casualties of the chemical attack,إصابات نتيجة القصف بالسلاح الكيماوي,Use of illegal weapons,Sarin Gas,Al-Habib almustafa brigade,ألوية الحبيب المصطفى,http://syriantechies.com/files/videoapiresults/alhabib_albustafa_brigade/tm8segf3THY%D8%AC%D8%A8%D9%87%D8%A9%20%D8%AC%D9%88%D8%A8%D8%B1%20%7c%7c%20%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%20%D9%8A%D8%B9%D9%8A%D8%AF%20%D9%86%D9%81%D8%B3%D9%87%20%D9%82%D9%88%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%B3%D8%AF%20%D8%AA%D8%B3%D8%AA%D9%87%D8%AF%D9%81%20%D8%AC%D9%88%D8%A8%D8%B1%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%20%D9%81%D9%8A%20%D8%B0%D9%83%D8%B1%D9%89%20%D8%A7%D9%84%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89.mp4,tm8segf3THY7,https://www.youtube.com/user/alhabibalmustafa,,,,,,,,,,,,,,,,,,,,,,,
CW_1047,Kafar Batna,كفر بطنا,36.373479,33.514295,APPROXIMATE,08/21/13 12:00 AM,Casualties of the chemical attack on Erbin and Ayn Terma,مصابين نتيجة القصف الكيماوي على عين ترما و زملكا,Use of illegal weapons,Sarin Gas,Kafar Batna Coordinating Committee,المكتب الإعلامي في تنسيقية كفر بطنا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D9%88%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%20%D8%A8%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D8%AD%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D8%B9%D9%84%D9%89%20%D8%B9%D9%8A%D9%86%20%D8%AA%D8%B1%D9%85%D8%A7%20%D9%88%D8%B2%D9%85%D9%84%D9%83%D8%A7-gzW5tKCXrqg.mp4,gzW5tKCXrqg,https://www.youtube.com/user/syriafredoom,,,,,,,,,,,,,,,,,,,,,,,
CW_1048,Kafar Batna ,كفر بطنا,36.373479,33.514295,APPROXIMATE,08/21/13 12:00 AM,Child casualty of the chemical attack,محاولة إسعاف طفل أصيب نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,Kafar Batna Coordinating Committee,المكتب الإعلامي في تنسيقية كفر بطنا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000149.mp4,,https://www.youtube.com/user/syriafredoom/,,,,,,,,,,,,,,,,,,,,,,,
CW_1049,Mleiha,مليحة,36.369338,33.48724,APPROXIMATE,08/21/13 12:00 AM,Witness to the chemical attack in Damascus,شاهد على القصف الكيماوي في دمشق,Use of illegal weapons,Sarin Gas,Medical Office in Mleiha,المكتب الطبي لبلدة المليحة,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000177.mp4,,https://www.youtube.com/user/MalihaMedical/,,,,,,,,,,,,,,,,,,,,,,,
CW_1050,Mleiha,مليحة,36.369338,33.48724,APPROXIMATE,08/21/13 12:00 AM,Casualties of the chemical attack on Erbin and Ayn Terma,اسعاف المصابين بالغازات الكيماوية من زملكا وعين ترما,Use of illegal weapons,Sarin Gas,Medical Office in Mleiha,المكتب الطبي لبلدة المليحة,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000178.mp4,,https://www.youtube.com/user/MalihaMedical/,,,,,,,,,,,,,,,,,,,,,,,
CW_1051,Mleiha,مليحة,36.369338,33.48724,APPROXIMATE,08/21/13 12:00 AM,"Casualties of the chemical attack on Saqba, including women and children",يظهر الفيديو طفل مصاب بالكيماوي من مدينة سقبا ومصابين آخرين رجال ونساء,Use of illegal weapons,Sarin Gas,Medical Office in Mleiha,المكتب الطبي لبلدة المليحة,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000179.mp4,,https://www.youtube.com/user/MalihaMedical/,,,,,,,,,,,,,,,,,,,,,,,
CW_1052,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,Testimony of Dr. Mohammed Abu al-Qassem on the chemical attack,شهادة الطبيب محمد ابو القاسم حول مجزرة الكيميائي مع الناشط مراد الشامي,Use of illegal weapons,Sarin Gas,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%B4%D9%87%D8%A7%D8%AF%D8%A9%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A8%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A7%D8%A8%D9%88%20%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85%20%D8%AD%D9%88%D9%84%20%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D9%8A%D8%A7%D8%A6%D9%8A%20%D9%85%D8%B9%20%D8%A7%D9%84%D9%86%D8%A7%D8%B4%D8%B7%20%D9%85%D8%B1%D8%A7%D8%AF%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%8A%2022%208%202013-ORyxfZnE7I8.mp4,ORyxfZnE7I8,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1053,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,Child casualty of the chemical attack,طفلة لا تزال تحت تأثير الاصابة بالغازات السامة,Use of illegal weapons,Sarin Gas,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%B7%D9%81%D9%84%D8%A9%20%D9%84%D8%A7%20%D8%B2%D8%A7%D9%84%D8%AA%20%D9%85%D8%AA%D8%A3%D8%AB%D8%B1%D8%A9%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%20%D8%A7%D9%84%D8%AA%D9%8A%20%D9%82%D8%B5%D9%81%20%D8%A8%D9%87%D8%A7%20%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9%2022%208%202013-dvajOesacHs.mp4,dvajOesacHs,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
